texto,review_score,sentimento
Excelente! O produto chegou antes do prazo.,5,positivo
"Boa noite , não gostei pois nunca conseguimos falar com vcs pelo telefone",1,negativo
Vendedor compromisso do vou o cliente,5,positivo
"O produto não atendeu minhas espectativas, pois os potinhos são dificeis de abrir e fechar e a bandeja onde vai os potinhos veio com pontos de ferrugem",3,neutro
Muito satisfeito entrega super rápida.. Show ..parabéns.. eu vacilei e comprei um celular nas casas Bahia tem quase um mês e não entregaram..,5,positivo
Recomendo!,4,positivo
ótimo,5,positivo
Tudo cento e no prazo recomento,5,positivo
Não recebi o jogo na cor tabaco. Só o vermelho.,1,negativo
"Nao foi entregue na minha casa , por isso nao gostei , nao tenho tempo de esta indo nos correios..",1,negativo
Compra perfeita.,5,positivo
O produto veio estragado,1,negativo
"Minha mercadoria não foi entregue , já paguei a primeira fatura quero cancelar a compra pois paguei o frete e não recebi a mercadoria.",1,negativo
PRODUTO PÉSSIMO PRODUTO JA CHEGOU COM DEFEITO NÃO FUCIONOU CONFORME MINHA NECESSIDADE DE USO. INFELIZMENTE ULTIMA COMPRA MINHA TOTALMENTE INSATISFEITO.,1,negativo
"Recebi apenas 1 caixa com 100 unidades, e pedi 2 caixas.",3,neutro
Ótima,5,positivo
COMPREI DOIS PENDENTES SÓ CHEGOU UM. PRECISO SABER O QUE FOI QUE HOUVE?,1,negativo
Boa Recomendo esta loja entrega direitinho,4,positivo
"Tudo conforme e entrega muito rápida!!!! Que pena que não verifiquei a cor, pois era preta e precisava de cinza. Outro ponto que tive que lixar pouco para funcionar, mas nada demais.",4,positivo
Entrega rapida e correta,5,positivo
Produto de fácil montagem e atende perfeitamente ao propósito para otimizar espaço.,4,positivo
Produto veio com amassados e também não está funcionando corretamente.,1,negativo
Gostei do produto,4,positivo
Muito bom Produto de ótima qualidade,5,positivo
Estou esperando há mais de vinte dias e ainda não recebi meu produto e não consigo nenhuma informação.,1,negativo
Estou aguardando posição da empresa para fazer a devolução do produto.,1,negativo
Meu produto não chegou,1,negativo
fornecedor não enviou o produto correto. solicitei o sabor chocolate e me foi enviado outro sabor.,1,negativo
Recomendo está loja.,5,positivo
Ótimo produto.,5,positivo
Otima Excelente,5,positivo
"Continuem assim, com essa responsabilidade com o consumidor, tanto no produto, quanto no prazo de entrega. Primeira vez que compro e vou comprar muitas. Obrigado.",5,positivo
"Adorei. Moderno, bonito, meu cantinho do café vai ficar top",5,positivo
"recomendaria sim bom , foi o que esperava.",4,positivo
"Tudo correu como combinado, nada a reclamar.",4,positivo
"De fácil manuseio, até o presente atende as expectativas.",4,positivo
Recomendo Relógio lindo entrega antes do prazo,5,positivo
capa de notbuk  Veio conforme o anunciado simples mais bonita.,4,positivo
Produto condiz com o anúncio,5,positivo
O produto ainda não chegou,1,negativo
satisfeito eu recomendo,4,positivo
"Amei, chegou rapidinho, ainda vou testa-lo.Obrigado!!",5,positivo
Gostei muito do que comprei com vcs muito obrigada breve farei outras compras vanda,5,positivo
Entrega atrasada Ainda não recebi o produto...,1,negativo
"Recebi, a bolsa é diferente mas gostei estava previsto pra 31 de janeiro estava achando muito tempo porque é pra escola e estou aguardando o vale compra da primeira compra da bolsa que não deu certo",4,positivo
"Recebi o produto que queria e antes do prazo combinado, muito bom, recomendo com certeza.",5,positivo
"Na propaganda está escrito Mixer elétrico e veio um portátil que eu tenho três que quebrou por isso eu queria um elétrico, vocês devem especificar melhor os produtos",3,neutro
Produto entregue antes do prazo combinado. Não é a primeira vez que compro pelo site Lojas lannister e recomendo tal empresa pela seriedade no trato com os clientes.,5,positivo
Comprei 2 produtos  Comprei 2 produtos so mandaram 1 e n mim deram nenhuma justificativa !,1,negativo
Agradeço muito bom.,4,positivo
*******************,4,positivo
Dentro do previsto,5,positivo
Recebi antes do prazo estimado.,5,positivo
Muito Bom Só imaginei que fosse maior a boneca. Mais é legal,5,positivo
"Tive problema na entrega, pois não tinha ninguém em casa para receber a mercadoria no horário que passaram.",2,negativo
"Atenciosos,ligam para dar acompanhamento. Bom prazo de validade. Demorou de chegar. Agora é verificar a qualidade do produto.",5,positivo
Muito eficiente entregou bem rápido eu recomendo,5,positivo
Muito lindo o Relógio!,3,neutro
Otimo produto e entrega no prazo,5,positivo
"Chegou antes da data do prazo, porem vazou um pouco do produto!",4,positivo
Sempre que compro com vocês meus itens chega em perfeito estado....,5,positivo
Produto entregue antes do prazo em ótimo estado.,5,positivo
Bom  Muito bom.,3,neutro
Entrega super rápida. Produto de ótima qualidade. Recomendo.,5,positivo
Ótimo!,5,positivo
"Produto lindo, ótimo",5,positivo
excelente,5,positivo
"Esperava mais, as toalhas poderiam ser mais grossas.",3,neutro
Entrega uma dia antes do previsto,4,positivo
"Demora um pouco pra esquentar, mesmo na potência máxima 5. Mas atende bem. Nos rimeiros dias de uso tem um cheiro meio que borracha queimada, mas passa... recomendo pela praticidade e custo/benefício.",4,positivo
"Foi entregue bem embalado.
Entrega rapido comforme prometido
Comforme a imagem.",5,positivo
Tudo ocorreu de forma eficiente,5,positivo
O produto chegou antes do prazo e em perfeitas condições.,5,positivo
"O produto não corresponde ao que eu comprei, a película é muito menor que a tela do celular e não cobre toda a tela.",2,negativo
"produto conforme anunciado, e veio antes do prazo...perfeito",5,positivo
Produto entregue Produto bom e entregue antes do previsto.,4,positivo
"Boa Ainda não usei em nenhuma viagem, mas parece ser muito boa.",4,positivo
O produto foi encaminhado para cidade de destino no dia 31/03 e até o momento não recebi.,1,negativo
Recomendo,5,positivo
Produto não foi entregue!,1,negativo
Simplesmente não recebi meu produto e nao tenho um posicionamento decente do que acontecerá.,1,negativo
"Não recebi o braço de ducha com desviador, somente a ducha 20x20 com braço de 30cm.",1,negativo
Ótimo Adoro comprar nas lojas lannister,4,positivo
"Entrega muito rápido, e produto excelente",5,positivo
Ótimo,5,positivo
"O produto pode estar com mal funcionamento.
Ou o meu telefone não está conseguindo fazer a leitura.",1,negativo
Produto entregue,5,positivo
Loja sem vergonha. Não entregaram o pedido e tiveram a descaração de duErem que eu o cancelei. Porcaria de vendedor. stark escolheu muito mal o seu paeceiro.,1,negativo
Muito bom,5,positivo
Péssima  Recebi o produto que eh falso quero meu dinheiro de volta,5,positivo
"PRODUTO NÃO VEIO CONFORME ESTAVA NO SITE .
MOSTRAVA CALENDÁRIO SITE MAS QUANDO RECEBI VEIO SEM E ESTA DIFÍCIL PARA FAZER A TROCA E ESTORNO DO PRODUTO",1,negativo
Produto bom. Entrega antes do prazo,5,positivo
Bom,4,positivo
gostei muito,5,positivo
"Comprei dois produtos, sendo que um deles não chegou. Um cabo adaptador de áudio.",1,negativo
"Gostei muito,chegou tudo certinho até antes do prazo de entrega.",5,positivo
Produto entregue dentro do prazo .,5,positivo
"Fornecedor targaryen me mandou um massageador completamente diferente do que comprei, de preço inferior e cheio de avaliações negativas. Ninguém erra mandando um superior né, curioso..Ou seja, n recomendo",1,negativo
"Mto bom Recebi o produto no prazo, tudo ok",5,positivo
Bom,5,positivo
"Muito ruim, não veio um produto e o outro veio errado..",1,negativo
"ENTRAGOU NO PRIMEIRO DIA ABRI PROTOCOLO PARA DEVOLUÇÃO, PRODUTO DE BAIXA QUALIDADE DEU PROBLEMA NO PRIMEIRO DIA DE USO.

lannister VIROU UM MERCADO LIVRE....6 PEDIDOS 6 PROBLEMAS",1,negativo
Tudo como prometido Entrega no prazo e como descrito no site,5,positivo
A lannister sempre se superandoo,5,positivo
Recomendadíssimo Fui surpreendido pela eficácia. Ótimo atentimento.,5,positivo
"otimo atendimento, tudo certo, entregue dentro do prazo.",5,positivo
"Muito bom o produto Obrigada pela qualidade do produto, e pela entrega tbm que era previsto para 10/08 e chegou dia 22/07. Adorei. Parabéns.",5,positivo
A mercadoria não foi entregue ainda..,1,negativo
Produto entregue no prazo Ainda não utilizei o produto,4,positivo
"Recebi a encomenda de forma normal e dentro do prazo, contudo, recebi de primeira uma data de entrega estimada e que posterior, a data foi aumentando. Não gostei dessa atitude. Demorou 2 semanas.",2,negativo
Eu pedi q cancelacem antes da nf ser emitida pq eu havia ganhado de presente um igual... não cancelaram... mandaram assim msm... eu pedi quando a nf ainda não tinha sido emitida,1,negativo
Muito linda deu um charme na minha sala.,5,positivo
Ótimo atendimento e entrega antes do prazo.,5,positivo
"Não recebi o produto completo, comprei quantidade 02 e recebi somente 01. e consta na nota da entrega tem quantidade 02 e com volume 01.
Quero receber a outra sem custo nenhum. Pois o erro não foi me",3,neutro
Recomendo.,4,positivo
"As bolsas são lindas por fora, a cor é bem próxima da foto, mas por dentro não tem o forro da descrição e o acabamento deixou um pouco a desejar, no mais a entrega foi super rápida",3,neutro
"preciso urgente desta mercadoria, o prazo maximo era até o dia 3 e até agora não chegou",1,negativo
Otimo material bem resistente espaçosa 👏👏👏 gostei!,4,positivo
Ótimo serviço,5,positivo
Sério e Rápido  Prestação de serviços de alta qualidade,5,positivo
O produto é de muita baixa qualidade,2,negativo
Muito bom,5,positivo
"Produto entregue bem embalado ,em perfeitas condições.",5,positivo
Demorou mas entregou!,2,negativo
"A compra efetuada foram dois ursos que rezam, um rosa e um azul, recebi somente um dos produtos que adquiri, o rosa, estou aguardando retorno do vendedor, sobre o que ocorreu e se vou receber o outro",3,neutro
"Produto com defeito apresenta risco por não ser confiável, já eviei e-mail e efetuei ligações e sem retorno.",1,negativo
"De modo geral, é satisfatório por ser gravação em laser. Mas justamente por ser a laser, deixa a desejar quanto a centralização do pingente com a marca, bem como da qualidade da gravação.",3,neutro
"Ótimo Chegou antes da data prevista , eu recomendaria para meus amigos a loja stark está de parabéns .",5,positivo
Tapete lindo.Chegou muito antes do prazo.,5,positivo
Produto bom Gostei muito,4,positivo
Poderia ter agilizado com a entrega! Porém recebi o produto em ótimas condições!,4,positivo
"Ótimo  Protudo chegou em ótimo estado de conservação, e antes do prazo!",5,positivo
Produto de excelente qualidade e a entrega foi feita antes do prazo previsto. Muito satisfeita.,5,positivo
"O produto é muito lindo e está com preço excelente! A entrega foi super rápida, ocorrendo muito antes do prazo! 
Recomendo! O quarto ficou irado!!!!",5,positivo
"O produto veio sem nota fiscal, tive que solicitar pelo telefone.",3,neutro
O produto não é bom.,3,neutro
Bom,4,positivo
Entregue no prazo Muito satisfeito eu recomendo,5,positivo
Podem comprar sem medo,5,positivo
gosto de comprar nessa loja porque agente ñ precisa avisar da entrega,4,positivo
Excelente produto!!,5,positivo
Produto entregue no prazo nota 10,5,positivo
"descrição do produto erra a descrição do produto estava errada e não consegui usar o produto ,pedi o cancelamento fazem 15 dias e ainda não obtive resposta",1,negativo
"Muito Bom , exelente",5,positivo
atendimento eficaz e entrega dentro do prazo,5,positivo
"Aprovado Chegou um pouco antes do prazo, isso é bom",5,positivo
Gostei demais do travesseiro. É como descrito no site.,5,positivo
Super recomendo.entrega e produtos ok.,5,positivo
Não entregou no tempo . Sem pontualidade não da satisfação ao cliente.,1,negativo
"Satisfeito com a compra Satisfeito com a aquisição e negócio.
Entrega no prazo, com produto bem embalado, com a Nota Fiscal, caixa original, garantia e manual do usuário.
Primeiras impressões o relógio está em perfeito.",5,positivo
Atendeu as expectativas,5,positivo
"MUITO BOM, ENCOMENDA CHEGOU CERTINHA",5,positivo
meu mosquiteiro veio com dois furos na parte superior e pedir um mosquiteiro King porem nao veio Kiung e sim QUEEM,1,negativo
Muito bom,3,neutro
Produto chegou rapidamente e conforme o anunciado.,5,positivo
Produto de baixa qualidade.,2,negativo
"Produto de qualidade, preço justo, entrega dentro do prazo.
O produto atendeu as minhas expectativas.
Recomendo o vendedor.",5,positivo
me foi enviado o produto errado!,1,negativo
Entrega Parcial. Efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade. Aguardando tratativa.,1,negativo
"Adorei o produto,chegou antes do prazo estipulado.Estou muito satisfeita.",5,positivo
tudo ok,5,positivo
O quadro foi entregue pelos correios e chegou com uma madeira atrás quebrada e a tela do quadro danificada afundada...ou seja...chegou avariado o produto,3,neutro
"Produto importado, o meu veio com defeito",2,negativo
Produto simples e bonito,4,positivo
Gostei muito da agilidade na entrega,5,positivo
Ainda não recebi,1,negativo
Esperava maior um pouco,4,positivo
o produto é razoavel ! envio do produto embalagem propria! chegou td amassado quase q danificou !,3,neutro
"Recomendo! Produto chegou antes do prazo, muito bem embalado pelo fornecedor, sem avarias.

A qualidado produto é muito boa.",5,positivo
Só gostaria de saber o dia correto da entrega .,3,neutro
Produtos muito bons!,5,positivo
Friso lateral onix Otimo produto,5,positivo
Bebedouro Bom dia ... comprei um bebedouro vermelho metálico... é recebi um bebedouro Rosa... obs... meu cachorro é macho...,2,negativo
"Não foi entregue, a primeira vez que acontece isso.",1,negativo
o produto demorou um mês para ser entregue . tempo demais poderia ter chegado antes da data limite. fora isso tudo oK.,4,positivo
"Produto com avaria Comprei 2 unidades do produto, veio avariado visto que a embalagem é muito fraca, sendo que veio com dois buracos no fundo da panela, devido a pressão que dog colocado em cima dele.",1,negativo
